API_COUNTY,API_NUMBER,COUNTY_CODE,SECTION,TOWNSHIP,RANGE,LEASE_NAME,WELL_NUMBER,STATUS,QUARTER4,QUARTER3,QUARTER2,QUARTER1,WELL_TYPE,MAXPRESSURE,MAXRATE,LAST_MIT_DATE,FORMATION,FORMATION_TOP_DEPTH,FORMATION_BOTTOM_DEPTH,PACKERDEPTH,ORDER_NUMBER,LATITUDE,LONGITUDE,OPERATOR#,OPERATOR,STIPULATIONS,                                                                                                       
15,21606,15,22,05N,09W,TRIPLE S                      ,1,AC,    ,SE  ,NE  ,NE  ,2D ,1000,15000,9/16/11,NOBLE OLSON  CISCO                      ,3704,4509,3656,423098,34.89558,-98.12852,22729,SALTY DOG DISPOSAL LLC                  ,                                                                                       ,
15,35925,15,11,05N,09W,E CEMENT UNIT                 , 24-4  ,AC,    ,NE  ,SW  ,NW  ,2R ,1800,1500,6/12/12,FORTUNA                                 ,1820,2403,1770,413506,34.922735,-98.12409,14156,CITATION OIL & GAS CORPORATION          ,                                                                                       ,
73,20650,73,35,18N,09W,McCLUSKY                      , 35-1  ,PA,    ,C   ,NE  ,NE  ,2D ,1000,2000,7/15/09,PENNSYLVANIAN                           ,5230,5520,5100,395321,35.997843,-98.12332,22173,FOXBOROUGH ENERGY COMPANY LLC           ,                                                                                       ,
15,35139,15,35,06N,09W,HELTON                        ,1,TM,W/2 ,NW  ,SE  ,NE  ,2D ,750,20,12/16/03,FORTUNA                                 ,2324,2380,1747,348544,34.951747,-98.11309,21291,T-D OIL INC                             ,                                                                                       ,
15,350,15,11,05N,09W,HEDLUND                       ,3,AC,    ,SE  ,SE  ,NE  ,2D ,1000,1000,7/26/12,WADE                                    ,3833,3839,2883,365816,34.920923,-98.11088,18927,CFC OIL INC                             ,                                                                                       ,
17,21965,17,30,12N,08W,COURTNEY  (#30-1)             ,1,PA,    ,    ,C   ,NE  ,2D ,1100,5000,          ,L PERMIAN/U PENN                        ,2330,6880,0,389629,35.489897,-98.0833,19532,COURTNEY ENVIR DISPOSAL  INC            ,                                                                                       ,
51,20085,51,16,08N,08W,N.E. VERDEN UNIT              , 56-1  ,AC,    ,    ,S2  ,SE  ,2R ,3000,1000,9/27/07,MARCHAND                                ,9954,9968,9500,371943,35.161825,-98.04493,22220,SHERIDAN PRODUCTION COMPANY LLC         ,                                                                                       ,
47,20834,47,22,20N,08W,BULLIS                        , 1-22  ,TM,NW  ,SE  ,SE  ,SE  ,2R ,0,1500,          ,MARSHALL                                ,8410,8422,8080,371459,36.189214,-98.03452,17956,CONSOLIDATED OIL & GAS INC              ,                                                                                       ,
53,21961,53,36,27N,08W,STATE                         , 3-36  ,PA,    ,C   ,NW  ,NE  ,2R ,1800,2400,10/13/00,OSWEGO                                  ,4844,4864,4875,396929,36.779861,-98.00841,12420,ONEOK RESOURCES COMPANY                 ,                                                                                       ,
53,22011,53,7,26N,07W,BIBY                          , 1-7   ,PA,    ,NE  ,SE  ,NE  ,2R ,0,0,4/28/00,                                        ,         ,         ,           ,450054,36.748171,-97.98475,17713,D & J OIL COMPANY INC                   ,                                                                                       ,
53,1273,53,8,27N,07W,SW WAKITA UNIT                , 15-2  ,TM,    ,    ,NW  ,NE  ,2R ,1000,750,1/18/08,CHEROKEE                                ,5013,5057,5115,257315,36.837927,-97.97237,17728,CASILLAS PETROLEUM CORPORATION          ,                                                                                       ,
53,1248,53,4,27N,07W,SW WAKITA UNIT                , 5-2   ,TM,    ,    ,NW  ,SW  ,2R ,1000,750,1/19/01,REDFORK                                 ,4976,5000,4920,257315,36.845203,-97.96336,17728,CASILLAS PETROLEUM CORPORATION          ,                                                                                       ,
53,1280,53,9,27N,07W,SW WAKITA UNIT                , 16-2  ,AC,    ,    ,NW  ,NW  ,2R ,1000,750,2/2/09,MISS CHAT                               ,5005,5062,4954,257315,36.837952,-97.96336,17728,CASILLAS PETROLEUM CORPORATION          ,                                                                                       ,
53,380,53,4,26N,07W,O.C. FITHIAN                  ,2,AC,    ,C   ,SW  ,NW  ,2D ,800,1000,12/1/10,MISS. CHAT & LIME                       ,5636,5718,5586,413740,36.761819,-97.96335,19769,SINGER OIL COMPANY LLC                  ,                                                                                       ,
53,1249,53,4,27N,07W,SW WAKITA UNIT                , 9-1   ,PA,    ,    ,NW  ,SE  ,2R ,1000,750,11/29/00,CHEROKEE                                ,4985,4995,4920,257315,36.845204,-97.95434,17728,CASILLAS PETROLEUM CORPORATION          ,                                                                                       ,
53,1244,53,3,27N,07W,SW WAKITA UNIT                , 11-1  ,AC,    ,    ,SW  ,SW  ,2R ,1000,750,4/14/11,CHEROKEE                                ,4940,4996,4900,257315,36.841601,-97.94534,17728,CASILLAS PETROLEUM CORPORATION          ,                                                                                       ,
53,21881,53,3,27N,07W,SW WAKITA UNIT                , 11-2  ,PA,    ,C   ,NW  ,SW  ,2D ,1000,1000,11/29/00,RED FORK SAND                           ,4997,5018,4842,397544,36.845226,-97.94534,17728,CASILLAS PETROLEUM CORPORATION          ,                                                                                       ,
53,21221,53,34,26N,07W,VICAR NORTH MISENER SAND UNIT , TR7-2 ,TM,    ,NE  ,SE  ,SW  ,2R ,500,600,11/18/98,MISENER                                 ,6052,6064,6000,394692,36.682991,-97.93968,18273,GOLDEN GAS PRODUCTION COMPANY           ,                                                                                       ,
51,21370,51,27,03N,07W,RILEY (MIT EXEMPT)            , 1-27  ,AC,    ,    ,    ,NW  ,2D ,1500,3000,6/13/00,CISCO                                   ,5150,6250,5100,390403,34.707294,-97.92708,22766,FLUID DISPOSAL SERVICES LLC             ,                                                                                       ,
53,21710,53,23,26N,07W,KIRK                          , D-3   ,AC,    ,SE  ,NE  ,SE  ,2R ,1000,4000,7/28/09,MISERNER                                ,5946,5956,5901,367139,36.713828,-97.91265,16896,CHAPARRAL ENERGY LLC                    ,                                                                                       ,
51,20049,51,2,04N,07W,NW CHITWOOD UNIT              , 26-1  ,AC,W2  ,E2  ,SW  ,NW  ,2R ,2000,5500,3/1/12,ABERNATHY HUDDLESTON  MELTON            ,9550,9856,9486,422942,34.850548,-97.91117,21279,KALKMAN OIL CORPORATION                 ,                                                                                       ,
51,20049,51,2,04N,07W,NW CHITWOOD UNIT              , 26-1  ,AC,W2  ,E2  ,SW  ,NW  ,2R ,2000,5500,3/1/12,ABERNATHY HUDDLESTON  MELTON            ,9550,9856,9620,422942,34.850548,-97.91117,21279,KALKMAN OIL CORPORATION                 ,                                                                                       ,
73,36271,73,11,18N,07W,A.M. CARMER                   ,1,PA,    ,    ,NE  ,NE  ,2D ,1500,1500,5/6/05,ENDICOTT                                ,4180,4668,4150,379282,36.056079,-97.90941,21319,MUSTANG GAS PRODUCTS LLC                ,                                                                                       ,
51,30064,51,35,05N,07W,NW CHITWOOD UNIT              , 19-1  ,AC,    ,C   ,NW  ,SE  ,2R ,2000,3000,7/12/12,ABERNATHY/HUDDLESTON                    ,9496,9855,9400,377516,34.860933,-97.90603,21279,KALKMAN OIL CORPORATION                 ,                                                                                       ,
51,30064,51,35,05N,07W,NW CHITWOOD UNIT              , 19-1  ,AC,    ,C   ,NW  ,SE  ,2R ,2000,5000,7/12/12,ABERNATHY  HUDDLESTON  MELTON           ,9496,9855,9556,422940,34.860933,-97.90603,21279,KALKMAN OIL CORPORATION                 ,                                                                                       ,
51,35374,51,35,05N,07W,NW CHITWOOD UNIT              , 11-1  ,AC,    ,SW  ,NE  ,NE  ,2D ,2000,5500,3/22/11,ABERNATHY/HUDDLESTON                    ,9388,9541,9329,422943,34.86728,-97.90273,21279,KALKMAN OIL CORPORATION                 ,                                                                                       ,
51,35374,51,35,05N,07W,NW CHITWOOD UNIT              , 11-1  ,AC,    ,SW  ,NE  ,NE  ,2D ,2000,5500,3/22/11,ABERNATHY/HUDDLESTON                    ,9388,9541,9433,422943,34.86728,-97.90273,21279,KALKMAN OIL CORPORATION                 ,                                                                                       ,
51,20332,51,25,05N,07W,NW CHITWOOD UNIT              , 8-1   ,AC,SW  ,W   ,NW  ,SW  ,2R ,2000,4000,12/31/07,HUDDLESTON                              ,9502,9554,9450,422378,34.874986,-97.89775,21279,KALKMAN OIL CORPORATION                 ,                                                                                       ,
47,22429,47,24,24N,07W,GRAY                          ,1,PA,    ,C   ,NE  ,NE  ,2D ,2000,3000,4/28/05,COTTAGE GROVE                           ,4839,4903,4790,419863,36.548272,-97.89288,3186,CONTINENTAL RESOURCES INC               ,                                                                                       ,
53,20652,53,6,27N,06W,GURLEY-HAWKINS                ,5,TM,C   ,NE  ,SW  ,SE  ,2D ,1000,350,10/21/04,RED FORK                                ,4920,4938,4875,423263,36.842561,-97.88112,4030,CHAMPLIN EXPLORATION INC                ,                                                                                       ,
53,22148,53,8,26N,06W,SHIRE                         , 1-8   ,TM,S/2 ,NE  ,NE  ,SE  ,2R ,1500,1200,9/28/98,RED FORK                                ,5092,5115,5040,388285,36.744689,-97.85858,16896,CHAPARRAL ENERGY LLC                    ,                                                                                       ,
47,23496,47,4,24N,06W,EARLEY                        , 3-4   ,TM,    ,    ,NW  ,SW  ,2R ,900,700,          ,MISENER                                 ,6326,6334,6296,422376,36.584564,-97.8526,19456,MIDDLE BAY PRODUCTION CO INC            ,                                                                                       ,
47,23565,47,9,24N,06W,VIV                           , 2-9   ,TM,C   ,NW  ,NE  ,NW  ,2R ,900,700,          ,MISENER                                 ,6360,6368,6630,422377,36.578219,-97.84922,19456,MIDDLE BAY PRODUCTION CO INC            ,                                                                                       ,
53,103,53,4,26N,06W,JONES ESTATE                  , 1-A   ,TM,    ,SE  ,SE  ,SE  ,2R ,1500,1200,9/19/03,RED FORK                                ,5044,5077,4994,388286,36.753762,-97.84056,16896,CHAPARRAL ENERGY LLC                    ,                                                                                       ,
47,23671,47,4,24N,06W,RUDDER                        , 2-4   ,PA,    ,W/2 ,SE  ,SE  ,2R ,1000,2000,5/18/00,MISENER                                 ,6302,6343,6250,356737,36.580939,-97.83911,19187,3TEC ENERGY CORPORATION                 ,                                                                                       ,
73,22874,73,15,18N,06W,DAVIS                         , 1-15  ,AC,    ,NW  ,NW  ,NW  ,2D ,500,1500,2/2/12,TONKAWA SD                              ,4700,4800,4680,363134,36.042461,-97.83479,21858,B D B LLC                               ,                                                                                       ,
47,21031,47,15,21N,06W,MITCHELL                      , 1-15  ,PA,    ,C   ,SW  ,SW  ,2D ,600,2000,1/11/07,TONKAWA                                 ,4940,4970,4873,396046,36.290894,-97.83462,17441,CHESAPEAKE OPERATING INC                ,                                                                                       ,
